scenario,run,roi,condition,snr_name,target_snr,replicate,random_seed,epsilon_estimated,tau_estimated,alpha_estimated,epsilon_relative_error_percent,tau_relative_error_percent,alpha_relative_error_percent,test_rmse_percent,test_mae_percent,test_r2,test_pearson_r,hrf_rmse_percent,hrf_r2,hrf_pearson_r,hrf_peak_error_percent,hrf_time_to_peak_error_s,elapsed_minutes
motor_lr_m1_left,MOTOR_LR,M1_left,rh,snr_2,2.0,4,40521638,0.1345825495863631,0.8025376043463075,0.3342359897453379,10.27830027575788,18.10840771976454,4.448746795418096,0.0888818181830291,0.060157141712071,0.9840736896345326,0.9989550328281732,0.0188712644668485,0.9841838773204252,0.9963429057133382,-0.0383200993230999,-0.1499999999999994,2.084858473141988
motor_lr_m1_left,MOTOR_LR,M1_left,rh,snr_2,2.0,5,40521639,0.1283440457479702,0.8065939428008666,0.3272235832197029,14.437302834686529,17.69449563256463,2.257369756157156,0.1122791443894711,0.0757875138212617,0.974585152755437,0.9989865132212198,0.0230650307142159,0.9763731351245564,0.996398060182584,-0.0558549159688239,-0.1499999999999994,2.097251093387604
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_10,10.0,1,40531435,0.1438308764471229,0.9337221588045904,0.331569326868081,4.112749035251365,4.722228693409128,3.6154146462753256,0.0396831172691564,0.026802053482592,0.9968254176819836,0.9999505195050796,0.0077683085354825,0.9973199002674752,0.9998207872346891,-0.0213482297337204,0.0,2.052735447883606
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_10,10.0,2,40531436,0.1379439727970051,0.8747178491540797,0.3186474601048159,8.037351468663227,10.743076616930644,0.4226687172450248,0.0578990008704928,0.0391271869326723,0.9932420158167462,0.9996057254573302,0.01236956090296,0.9932047320027572,0.9986299720400464,-0.0264097856799619,-0.0999999999999996,2.088419473171234
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_10,10.0,3,40531437,0.1292963248876933,0.8349854743681362,0.3208369080894458,13.80245007487113,14.79740057467998,0.2615337779518327,0.1018361093023898,0.0688235333134403,0.979093630146363,0.9992763227146836,0.0209058651091478,0.980589607797844,0.9974269481532312,-0.0522895481849644,-0.0999999999999996,2.100786856810252
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_10,10.0,4,40531438,0.1391314809665066,0.8482417008689005,0.3318304270494642,7.245679355662264,13.444724401132602,3.697008452957576,0.0642725041331488,0.0435222025506024,0.9916722922862206,0.9994397376548636,0.0136570133126735,0.99171658369549,0.9980567986415616,-0.0269823107656123,-0.0999999999999996,2.0712220350901287
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_10,10.0,5,40531439,0.1352081900616588,0.8585731038837463,0.3130640243764551,9.8612066255608,12.390499603699356,2.167492382357788,0.0668488647415969,0.0451911122126657,0.9909912796709196,0.9994463947298534,0.0144486530382047,0.990728441399834,0.9980724595507598,-0.030616244215025,-0.0999999999999996,2.082876177628835
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_5,5.0,1,40531535,0.1319414707894576,0.8599033315521025,0.3142122112591268,12.03901947369494,12.254762086520149,1.8086839815228788,0.0831300561602446,0.0562299684792153,0.9860687149029146,0.9994758946421992,0.017295452495581,0.9867149901540596,0.9981479625028536,-0.0424283805305758,-0.0999999999999996,2.0810526172320047
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_5,5.0,2,40531536,0.1336254043715773,0.8375344028099201,0.3224865540431131,10.916397085615111,14.53730583572244,0.7770481384728433,0.0824956915126097,0.055694093941875,0.9862805226575077,0.999297621699382,0.0173194061801123,0.9866781659887554,0.997535129201509,-0.0388746664677788,-0.0999999999999996,2.1043107906977334
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_5,5.0,3,40531537,0.1384662242918819,0.8805285421202674,0.3166921941518377,7.689183805412041,10.150148763238017,1.0336893275507235,0.0536915170232013,0.0363251947595142,0.994188524892622,0.999639648586588,0.0115801762639085,0.994044361032536,0.9987509975921184,-0.024227649638195,-0.0999999999999996,2.076268180211385
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_5,5.0,4,40531538,0.1377224540859127,0.8523870686155943,0.3242314206237904,8.185030609391484,13.021727692286293,1.322318944934498,0.0643834913147076,0.0435891790200559,0.9916435065140032,0.9994418795983184,0.0138192345337602,0.9915186302276348,0.9980629576846888,-0.0277793837685858,-0.0999999999999996,2.107799037297567
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_5,5.0,5,40531539,0.1372608583818791,0.800236524963206,0.3314690922783928,8.492761078747229,18.34321173844837,3.584091336997757,0.0750501143194614,0.0511206755675206,0.9886452455115902,0.998890528046584,0.0168702464751246,0.9873601803183396,0.9961588315113148,-0.0275682257458865,-0.1499999999999994,2.0665960868199664
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_2,2.0,1,40531635,0.16149363288329,0.8823588125421225,0.325795778719816,7.662421922193333,9.963386475293628,1.811180849942504,0.0541411171520094,0.0377812240272831,0.9940907895423922,0.9996102181397516,0.0150355099124287,0.9899599853715128,0.9988534415034592,0.0456433434866345,-0.0999999999999996,2.0620885491371155
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_2,2.0,2,40531636,0.1366521746882373,1.14688201899984,0.337639003809405,8.898550207841787,17.02877744896328,5.512188690439071,0.0907936394192733,0.0630169286161488,0.983381727273212,0.9986807231532998,0.0237099535428094,0.9750333985209684,0.9963031370508648,-0.0712648027646084,0.2000000000000001,2.065101619561513
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_2,2.0,3,40531637,0.1571716355615251,0.8551833428719408,0.3160175888252793,4.781090374350076,12.73639358449584,1.2445034921002192,0.0484603866243825,0.0342631035033789,0.9952657762314,0.9993310711578456,0.0150730404839108,0.989909800473371,0.9979251655206492,0.0413493089504895,-0.0999999999999996,2.0758848667144774
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_2,2.0,4,40531638,0.1377892847668592,1.0003798447713232,0.2884028792883523,8.140476822093827,2.0795759970738024,9.874100222389911,0.0314521235458782,0.0216802936325629,0.998005771227053,0.9999934517046666,0.0075781916265262,0.9974494773256888,0.9999981416892446,-0.0241995153435717,0.0,2.0576460282007853
motor_lr_m1_right,MOTOR_LR,M1_right,lh,snr_2,2.0,5,40531639,0.1405355743238346,0.8730654116275052,0.3214647821694388,6.3096171174436,10.9116926910709,0.4577444279496405,0.048555038202892,0.0329622587190612,0.9952472646430964,0.9995981936224092,0.0107692762995968,0.9948492429935571,0.9986198340402896,-0.0192128541533445,-0.0999999999999996,2.048825140794118
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_10,10.0,1,40541435,0.1455578713944284,0.8553464438459515,0.3270997724433245,2.961419070381018,12.719750627964132,2.2186788885389213,0.0340877187788432,0.0238809608977406,0.9976575561899236,0.9994552582583438,0.0095208339200136,0.99597423887363,0.9981767889810188,-0.0038435026302429,-0.0999999999999996,2.047648100058238
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_10,10.0,2,40541436,0.1400093135846258,0.8616499169890934,0.3199050895098154,6.660457610249471,12.076539082745567,0.029659528182676,0.050382525535205,0.0343363146773174,0.9948827907921908,0.9994951287334096,0.0114710508074573,0.9941560777445114,0.9982692691801404,-0.0187369864623483,-0.0999999999999996,2.032790486017863
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_10,10.0,3,40541437,0.1270409629293275,0.8279852529143358,0.3086684925727754,15.30602471378164,15.511708886292269,3.541096071007672,0.1035384111047475,0.0700328248172958,0.9783889286396352,0.999127275305846,0.0216500454279455,0.9791831196061718,0.9969060792652086,-0.0527244388790759,-0.1499999999999994,2.060011621316274
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_10,10.0,4,40541438,0.1257103916630316,0.8584798210411395,0.3032436393282708,16.193072224645594,12.400018261108212,5.236362709915374,0.1051279691094583,0.0711849854583845,0.9777202735294458,0.999420844836906,0.0217326310833021,0.9790240017257744,0.9979278445580316,-0.0576894790073573,-0.0999999999999996,2.097464346885681
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_10,10.0,5,40541439,0.1351855288455964,0.8615880742626582,0.3136566476045279,9.876314102935714,12.08284956503488,1.9822976235850212,0.0672800233335686,0.045439692550521,0.9908747331760136,0.9994775308595868,0.0144378229489585,0.990742335314324,0.998178076644705,-0.031358170385701,-0.0999999999999996,2.086324067910512
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_5,5.0,1,40541535,0.1280524371396027,0.7665496639531317,0.2994715679051424,14.631708573598171,21.78064653539472,6.415135029643001,0.0949964911366957,0.0646155693916149,0.9818076654625418,0.9981546910288984,0.0220294985526543,0.9784470239546958,0.9935497921091638,-0.0377582377444643,-0.1999999999999993,2.082070577144622
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_5,5.0,2,40541536,0.1509456332664538,1.0073723922090774,0.3357166895763291,0.6304221776359253,2.793101245824224,4.911465492602861,0.0134303334748176,0.0094232113858901,0.9996363807238232,0.9999447371177512,0.0038011692164516,0.999358299422716,0.9998310745672544,-0.0098256188032391,0.0500000000000007,2.050407286485036
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_5,5.0,3,40541537,0.1447560195000271,0.8902372138007019,0.3320570189762963,3.4959869999819,9.159467979520215,3.76781843009261,0.0375047541987371,0.0254811378368967,0.9971643935710652,0.9997546395228312,0.0081352537962177,0.997060724900986,0.9991632502052136,-0.0135441518531312,-0.0499999999999998,2.0984015742937725
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_5,5.0,4,40541538,0.146904734652935,0.9699229056543216,0.3297478307948238,2.0635102313766494,1.0282749332324768,3.046197123382447,0.0236224934489637,0.015853531774785,0.9988750718625696,0.99999941512865,0.0046724734956152,0.9990304019886594,0.9999983891671146,-0.0146109497136885,0.0,2.090662157535553
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_5,5.0,5,40541539,0.1318884123079564,0.8812930299974414,0.3239283523966744,12.074391794695734,10.072139796179446,1.2276101239607449,0.0907700949959513,0.0613963472912188,0.9833904110320358,0.999693340592126,0.018296629708142,0.9851324221719356,0.9988933801668376,-0.050278574141527,-0.0499999999999998,2.0797521750132244
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_2,2.0,1,40541635,0.1363346497806201,1.1044076051051237,0.3174793607500689,9.110233479586595,12.694653582155484,0.7876997656034758,0.0709556218537501,0.0491945866133867,0.9898504467505814,0.9993629032565626,0.0184410399081251,0.984896804697448,0.9982372513259452,-0.0566404288053207,0.1500000000000003,2.1077093203862507
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_2,2.0,2,40541636,0.1270212817252837,0.7822556176594101,0.3297237379237204,15.319145516477509,20.17799819801937,3.038668101162638,0.1213542208859789,0.0819651174958333,0.9703118539365831,0.9986732159719578,0.0250523396172241,0.9721263011232348,0.9952832788630362,-0.0591324491726095,-0.1499999999999994,2.1105348388353984
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_2,2.0,3,40541637,0.1343929637321815,0.8026729611157559,0.3181266944043998,10.404690845212285,18.0945958045147,0.5854079986250711,0.0775138216650445,0.0527075476310004,0.9878875609632708,0.9988380930178258,0.0175939336176342,0.9862524938999248,0.9959692692570268,-0.0299790013895107,-0.1499999999999994,2.12468189795812
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_2,2.0,4,40541638,0.152267774398265,1.004045485651951,0.309050462916157,1.511849598843392,2.4536209848929564,3.421730338700937,0.020853215082107,0.0140416835635949,0.999123363900918,0.99999135877382,0.003939385844343,0.9993107844569822,0.9999682529152996,0.0110836421366331,0.0500000000000007,2.1126358350118
motor_rl_m1_left,MOTOR_RL,M1_left,rh,snr_2,2.0,5,40541639,0.130723542156472,0.8848655807813205,0.3195970328275679,12.85097189568531,9.70759379782444,0.125927241385014,0.0928597568990116,0.0628229776868245,0.9826168535085308,0.99970199183019,0.0188010280104855,0.984301389441205,0.9989230957948856,-0.0522022942986509,-0.0499999999999998,2.1176738500595094
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_10,10.0,1,40551435,0.1453095320485512,0.964134842800674,0.3435331649472464,3.12697863429919,1.6188935917679723,7.354114046014495,0.0438834740373363,0.0293206773299358,0.9961178488220672,0.9999983207024448,0.0086047757455671,0.9967116568166148,0.9999987765794854,-0.0272107559172127,0.0,2.1240337530771893
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_10,10.0,2,40551436,0.1483656726339766,0.882781221188584,0.3334338250121059,1.0895515773488944,9.9202835521853,4.198070316283105,0.0251092595558217,0.0176805160411394,0.9987290213559964,0.9997003449634412,0.0069617738230048,0.9978475263568062,0.9990068792280196,-0.0017832099595491,-0.0499999999999998,2.1178982416788736
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_10,10.0,3,40551437,0.1412294001477343,0.8604111134754939,0.3295684754903571,5.847066568177073,12.202947604541434,2.990148590736614,0.0525745862800475,0.0356958329033772,0.9944278580846864,0.9995310723572416,0.0115036629759782,0.9941228019977496,0.99838804567796,-0.0201503578643145,-0.0999999999999996,2.123128827412923
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_10,10.0,4,40551438,0.1362148971413044,0.8588689193501104,0.3198315375365689,9.190068572463684,12.360314352029544,0.0526445198222036,0.0674907725389452,0.0455576253698542,0.9908175358830836,0.99948304000013,0.0143368986129636,0.990871310170912,0.9981971353302048,-0.0310522210848387,-0.0999999999999996,2.1190580328305564
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_10,10.0,5,40551439,0.1396524896948688,0.8437870356351705,0.3304383794525234,6.898340203420802,13.89928207804382,3.261993578913564,0.0611206760137253,0.0414798615514468,0.9924691024550596,0.999386259005208,0.0133269741843877,0.9921121047266424,0.997881584525588,-0.0239611564949134,-0.0999999999999996,2.107413303852081
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_5,5.0,1,40551535,0.135369651140891,0.8899072337440879,0.3234161434644955,9.753565906072629,9.193139413868584,1.0675448326548376,0.0734099191924897,0.0496749176644696,0.989136245740794,0.999741077222978,0.0148756826157283,0.9901723013625152,0.9990751106011032,-0.039363496320966,-0.0499999999999998,2.1165435552597045
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_5,5.0,2,40551536,0.1218659590209213,0.8375697856883487,0.3111007240489553,18.75602731938575,14.533695337923598,2.781023734701477,0.1309239862090112,0.088516313920034,0.9654451604641332,0.999268941747315,0.0266197548673267,0.9685293200175024,0.9973599962414844,-0.0728084397549236,-0.0999999999999996,2.1039503614107766
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_5,5.0,3,40551537,0.138711405461365,0.9096094128271364,0.3299601270275605,7.525729692423304,7.182712976822818,3.112539696112672,0.0626892668503834,0.0423825182439244,0.9920775989649502,0.9998647403731984,0.0124834344406439,0.9930790423361008,0.9995114213909172,-0.0342485791499262,-0.0499999999999998,2.090632132689158
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_5,5.0,4,40551538,0.1370017068442839,0.9624244725012152,0.3056012366871314,8.665528770477344,1.7934211733453735,4.499613535271438,0.0497996370331975,0.0338555947239876,0.9950005434768834,0.9999776314491748,0.0105882920668575,0.9950209114764884,0.9999236875474348,-0.0321218533210879,0.0,2.105725781122844
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_5,5.0,5,40551539,0.1422706179317071,1.0198603015311,0.3329342342339327,5.1529213788619,4.067377707255112,4.041948198103984,0.050780618394999,0.0344778494572962,0.9948016392870592,0.99988926342229,0.0116142468110809,0.994009264783266,0.9997078112010817,-0.0370401626779238,0.0500000000000007,2.091463398933411
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_2,2.0,1,40551635,0.1281518254294158,0.7932998805452394,0.3302485061700009,14.565449713722776,19.051032597424555,3.202658178125279,0.1159938505255701,0.0783552683409498,0.9728768346121398,0.9988309822756748,0.023879336351855,0.9746754038363544,0.9958470649277475,-0.0567219175155283,-0.1499999999999994,2.08720942735672
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_2,2.0,2,40551636,0.1264657830815275,0.7547773696673459,0.3080772616786554,15.68947794564829,22.98190105435246,3.725855725420172,0.1091397787937048,0.0739414285399309,0.9759875441369912,0.9980374351716058,0.0243013014800284,0.973772488292106,0.9930961113883756,-0.0466566260880888,-0.1999999999999993,2.1031686345736187
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_2,2.0,3,40551637,0.1402097910308586,0.9930719358329408,0.3137299599989875,6.526805979427545,1.3338710033613124,1.959387500316389,0.04179548621775,0.0283840437372949,0.9964784877385544,0.9999888707126948,0.0092319920222145,0.996214799715778,0.9999868865008064,-0.0296438265134929,0.0500000000000007,2.1050729354222617
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_2,2.0,4,40551638,0.1413944987239508,0.7760382009702621,0.3180658580503458,5.7370008506994665,20.812428472422237,0.604419359266934,0.0529061602542572,0.0373921084478344,0.99435735241034,0.9983946360162568,0.0160999265138869,0.9884881317521992,0.9945520285298276,-0.0031516894769392,-0.1999999999999993,2.1179049253463744
motor_rl_m1_right,MOTOR_RL,M1_right,lh,snr_2,2.0,5,40551639,0.1403984672802589,0.8048394561857711,0.3064548012404904,6.4010218131606935,17.873524879002947,4.232874612346751,0.0462579136880433,0.032645704080979,0.9956863736438,0.9987421267721124,0.0142575074322108,0.9909721312552526,0.9957471450023332,-0.0031176637108611,-0.1499999999999994,2.136833918094635
